book,door,section,subject_number,subject_name,description
2,1,1,175,إثارة روح الهزيمة السياسية,يعـاقب بالعقوبات المنصـوص عليـها في المادة 173 كل من أذاع عمداً أخباراً أو بيانات أو إشاعات كاذبة أو مغرضة أو عمد أثناء حالة الحرب أو ما في حكمها إلى دعاية مثيرة، وكان من شأن ذلك كله إلحاق الضرر بالاستعدادات الحربية للدفاع عن البلاد أو إلقاء الرعب بين الناس أو إضعاف الجلد في الأمة.
2,1,1,176,إثارة روح الهزيمة العسكرية,يعاقب بالسجن المؤبد كل من حرض العسكريين على عدم إطاعة القوانين أو على الحنث في اليمين المؤداة أو على الخروج على النظام العسكري أو الواجبات العسكرية أو حبذ لهم أعمالاً خارجة على القانون أو على اليمين أو على النظام العسكري أو الواجبات العسكرية. ويعاقب الجاني بالإعدام إذا ارتكب الجريمة زمن الحرب.
2,1,1,177,بث روح الهزيمة الاقتصادية,يعاقب بالسجن مدة لاتقل عن خمس سنوات وبغرامة تتراوح بين خمسمائة دينار وألف دينار كل من استعمل في زمن الحرب وسيلة يراد منها الاضرار بسوق الصرف أو التأثير على أسواق الأوراق والسندات المالية سواء أكانت عامة أو خاصة بشكل يعرض للخطر مقدرة البلاد على مقاومة العدو. وتكون العقوبة بالسجن المؤبد إذا ارتكب الفعل نتيجة تجسس مع أجنبي. وتكون العقوبة بالإعدام إذا تعرضت بالفعل للخطر مقدرة البلاد على مقاومة العدو.
2,1,1,178,نشاط الليبي في الخارج ضد مصالح البلاد,يعاقب بالسجن المؤبد كل ليبي قام في الخارج بنشر أو تبليغ أخبار أو إشاعات كاذبة أو مبالغ فيها أو مثيرة للقلق حول الحالة الداخلية في الجمهورية العربية الليبية بشكل يسئ إلى سمعتها، أو يزعزع الثقة بها في الخارج أو قام على أي وجه من الوجوه بنشاط من شأنه إلحاق الضرر بمصالح البلاد.
2,1,1,179,تخريب أو اتلاف المنشآت العسكرية,يعاقب بالسجن المؤبد كل من أعـدم أو أتلف عمداً أسلحة أو سفناً أو طـائرات أو مهمات أو منشآت أو وسائل مواصلات أو مرافق أو مؤنا أو أغذية مما يستعمل في الدفاع عن البلاد أو مما أعد لذلك أو أساء صنعها عمداً إساءة من شأنها أن تجعلها غير صالحة لأن ينتفع بها أو أن تعرض للخطر حياة الأشخاص الموجودين فيها أو الذين يناط بهم استعمالها أو أن ينشأ عنها حادث ما. فإذا ارتكبت الجريمة زمن حرب كانت العقوبة الإعدام.
2,1,1,180,عدم تنفيذ التزامات التوريد للحكومة أو الغش فيها,يعاقب بالسجن وبغرامة من ألف دينار إلى خمسة الآف دينار كل من تعمد في زمن حرب أن لا ينفذ كل أو بعض الالتزامات التي يفرضها عليه عقد توريد أو أشغال عامة ارتبط بها مع الحكومة لسد حاجات الجيش أو المدنيين أو ارتكب غشاً في تنفيذ مثل هذا العقد أو تباطأ عمداً، ويعاقب بنفس العقوبة المقاولون من الباطن إذا وقع منهم عدم التنفيذ أو الغش أو التباطؤ. واذا كان عدم التنفيذ الكلي أو الجزئي عن خطأ خفضت العقوبة بمقدار لا يجاوز النصف.
2,1,1,181,شراء أسلحة أو مؤن فاسدة,يعاقب بالسجن المؤبد كل من عهد إليه بحكم وظيفته القيام بشراء أسلحة أو ذخائر أو مؤن لتجهيز الجيش فاشترى أو أوصى بشراء أسلحة أو مؤن يعلم أنها غير صالحة للغرض المعد له، أو خطرة على حياة الأشخاص. إذا نجم عن الفعل موت شخص أو ترتب عليه إيذاء خطير لشخصين أو أكثر أو اقترف الفعل في زمن حرب كانت العقوبة الإعدام.
2,1,1,182,استغلال أسرار الدولة,إذا استعمل الموظف العمومي لصالحه أو لصالح الغير اكتشافات أو اختراعات علمية أو ابتكارات صناعية يعلم بحكم وظيفته أو خدمته بوجوب بقائها سرية لصالح أمن الدولة يعاقب بالسجن مدة لاتقل عن خمس سنوات وبغرامة لاتقل عن مائتي جنيه. وإذا ارتكب الفعل لصالح دولة تحارب ليبيا أو إذا أخل بالاستعدادات الحربية للدولة أو بصلاحيتها أو بالعمليات الحربية كانت العقوبة الإعدام.
2,1,1,183,خيانة شئون الدولة,كل من عهدت إليه الدولة بالتفاوض عنها في الخارج في شئونها فخان الأمانة، يعاقب بالسجن المؤبد، إذا كان من المحتمل أن يترتب على عمله ضرر بمصالح البلاد.
2,1,1,184,تسهيل ارتكاب الجرائم السالفة الذكر,يعاقب بذات العقوبة المقررة بموجب المواد 165 و 166 و 168 و 170 و 171 و 174 و 176 و 179 و 181 و 211 :- 1 – كل من كان عالماً بنيات شخص ارتكب أو شرع في ارتكاب إحدى الجرائم المذكورة، وقدم إليه إعانة للتعيش أو للسكنى أو مأوى أو مكاناً للاجتماع أو أية مساعدة أخرى. 2 – كل من أخفى الأشياء أو الأدوات التي استعملت أو التي أعدت للاستعمال في ارتكاب إحدى الجرائم المذكورة أو الأشياء أو المهمات أو الوثائق التي حصل عليها من الجريمة وهو عالم بذلك. 3 – كل من حمل رسائل شخص ارتكب أو شرع في ارتكاب إحدى الجرائم المذكورة أو سهل له بأية طريقة كانت البحث عن موضوع الجريمة أو إخفائه أو نقله أو إبلاغه وهو عالم بذلك في الحالتين.
2,1,1,185,تسهيل ارتكاب الجرائم السالفة الذكر عن خطأ,يعاقب بالحبس مدة لاتقل عن سنة وبغرامة لا تجاوز خمسمائة دينار كل من سهل نتيجة للخطأ ارتكاب إحدى الجرائم المنصوص عليها في المواد المشار إليها في المادة السابقة. واذا ارتكبت الجريمة زمن حرب كانت العقوبة الحبس لمدة لاتقل عن سنتين وغرامة لاتجاوز ألف دينار.
2,1,1,186,عدم التبليغ عن جرائم المادة 184,يعاقب بالعقوبات المبينة في المادة السابقة كل من علم بارتكاب فعل من الأفعال المذكورة في المواد المشار إليها في المادة 184 أو بالشروع فيه، دون أن يكون مشتركاً في تحضيره، ولم يبلغ أمره للسلطات الإدارية أو القضائية حال علمه به.
2,1,1,187,بعض الأحوال المانعة من العقاب,يعفى من العقوبات المقررة للجرائم المشار إليها في هذا الباب كل من كان البادئ بإبلاغ السلطات الإدارية أو القضائية عن الجريمة قبل الشروع في تنفيذ أي فعل منها. ويجوز الإعفاء من العقوبة إذا حدث الإبلاغ بعد تمام الجناية أو الجنحة أو الشروع فيها ولكن قبل البدء في التحقيق. وكذلك يجوز إعفاء الجاني الذي يكون بعد البدء في التحقيق قد مكن من القبض على الجناة أو شركائهم في نفس الجريمة أو في جرائم أخرى مماثلة لها في النوع أو الخطورة.
2,1,1,188,إذاعة أسرار التحقيقات,يعاقب بالعقوبات المنصوص عليها في المادة 185 كل من أذاع بيانات متعلقة بتحقيقات أو تحريات خاصة بجريمة من الجرائم المنصوص عليها في هذا الباب. وتزاد العقوبة بمقدار لا يجاوز الضعف إذا ارتكب الفعل من علم بهذه البيانات بحكم وظيفته أو أثناء القيام بما عهد إليه من مهام.
2,1,1,189,تفسير,في تطبيق أحكام هذا الباب : أولاً : يبقى ليبيا من فقد جنسيته الليبية بقصد تفادي واجب الولاء لوطنه. ثانياً : يقصد بعبارة (( البلاد )) الأراضي التي للدولة الليبية عليها سيادة أو سلطان. ثالثاً : يقصد بعبارة (( أسرار الدفاع عن البلاد )) الأشياء والوثائق والبيانات والمعلومات التي يجب لمصلحة الدفاع عن البلاد ألا يعلم بها غير من أنيط بهم حفظها. رابعاً : وتعتبر في حكم أسرار الدفاع عن البلاد الأشياء والوثائق والمعلومات التي اعتبرت سراً بمقتضى أمر من الجهة الحكومية المختصة أو التي ليست في ذاتها سراً ولكن إذاعتها قد تؤدي الى كشف أسرار الدفاع عن البلاد. خامساً : تعتبر في حكم حالة الحرب الفترة التي يكون فيها خطر الحرب محدقاً إذا لحقته الحرب فعلاً. سادساً : إذا ارتكبت الجرائم المنصوص عليها في هذا الباب ضد دولة حليفة زمن حرب اعتبرت في حكم الجرائم التي تقع على الدولة الليبية. سابعاً : تشمل عبارة (( الدولة التي تحارب ليبيا )) الجماعات السياسية التي تعامل معاملة الدولة المحاربة ولو لم يكن معترفاً بها كدولة.
2,1,2,195,إهانة السلطات الدستورية أو الشعبية,مع عدم الإخلال بأي عقوبة أشد ينص عليها قانون آخر، يعاقب بالسجن كل من صدر عنه ما يشكل مساساً بثورة الفاتح العظيم أو قائدها. ويعاقب بذات العقوبة كل من أهـان السلطة الشعبية أو إحدى الهيئات القضائية أو الدفاعية أو الأمنية وما في حكمها من الهيئات النظامية الأخرى أو أهان علانية الشعب العربي الليبي أو شعار الدولة أو علمها.
2,1,2,196,الاعتداء على الدستور,يعاقب بالإعدام كل من شرع بالقوة أو بغيرها من الوسائل التي لا يسمح باستعمالها النظام الدستوري في تغيير الدستور أو شكل الحكم.
2,1,2,197,استعمال المفرقعات في ارتكاب الجريمة السابقة,يعاقب بالإعدام كل من استعمل قنابل أو آلات مفرقعة أخرى بنية ارتكاب الجريمة المنصوص عليها في المادة السابقة أو بغرض الاغتيال السياسي. ويعاقب بالسجن مدة لاتقل عن خمس سنوات كل من صنع أو استورد من الخارج أو أحرز قنابل أو ديناميتاً أو مفرقعات أخرى بنية ارتكاب فعل مما ذكر. ويعتبر في حكم المفرقعات كل مادة معدة لأن تدخل في تركيب المفرقعات، وكذلك الأجهزة والآلات والأدوات والأشياء التي تستخدم لصنعها أو تفجيرها.
2,1,2,198,تخريب مباني الحكومة أو مستودعات ذخيرتها أو ممتلكاتها,يعاقب بالسجن المؤبد أو السجن مدة لاتقل عن خمس سنوات كل من خرب عمداً مباني أو مخازن ذخائر أو غيرها من أملاك الحكومة.
2,1,2,198 مكرر,,يعاقب بالحبس كل من قام بعمل من أعمال الشغب أو التظاهر أو إثارة الفوضى أثناء ممارسة الأنشطة الرياضية أو بسببها سواءً داخل الملاعب الرياضية أو خارجها، فإذا نتج عن الفعل إتلاف أو تخريب مباني أو أموال مملوكة للدولة أو لأحد الأشخاص الاعتبارية العامة أو الخاصة أو للأفراد تكون العقوبة السجن والغرامة التي تعادل أربعة أضعاف قيمة الضرر الذي وقع. أما إذا نتج عن الفعل أضرار جسيمة في الأرواح أو الممتلكات فتكون العقوبة الإعدام.
2,1,2,199,اغتصاب قيادة عسكرية أو التمسك بها دون حق,يعاقب بالإعدام كل من تولى، لغرض إجرامي، قيادة فرقة أو وحدة من وحدات الجيش أو قسم من الأسطول أو سفينة حربية أو طائرة حربية أو نقطة عسكري ة أو ميناء أو مدينة بغير تكليف من الحكومة أو بغير سبب مشروع، ويعاقب كذلك بالإعدام كل من استمر، رغم الأمر الصادر له من الحكومة، في قيادة عسكرية أياً كانت وكل رئيس قوة استبقى جنوده تحت السلاح أو مجتمعين بعد صدور أمر الحكومة بتسريحهم.
2,1,2,200,استعمال القوات مخالفة لأوامر الحكومة,يعاقب بالسجن مدة لاتقل عن ثلاث سنوات كل شخص له حق الأمر في أفراد الجيش أو البوليس فطلب إليهم أو كلفهم العمل على تعطيل أوامر الحكومة الصادرة بالتجنيد أو استخدامهم في ذلك، فإذا ترتب على هذا الأمر أو التكليف أثره بإن تعطل تنفيذ أوامر الحكومة بسبب طاعة الجنود لهذا الأمر أو التكليف غير المشروعين يعاقب بالإعدام. أما من دونه من رؤساء الجنود أو قوادهم الذين أطاعوا هذه الأوامر غير المشروعة فيعاقبون بالسجن مدة لاتقل عن ثلاث سنوات.
2,1,2,201,استعمال القوة ضد سلطات الدولة,يعاقب بالإعدام كل من دبر أو اشترك في أي عملية مسلحة ضد سلطات الدولة ولو كانت الأسلحة المعدة لذلك الغرض موضوعة في مستودع ما دامت لغرض الاستعمال.
2,1,2,202,أفعال التخريب والنهب والتقتيل,يعاقب بالإعدام كل من ارتكب في أرض الدولة فعلا يرمى الى التخريب أو النهب أو قتل الناس جزافاً بقصد الاعتداء على سلامة الدولة.
2,1,2,203,الحرب الأهلية,يعاقب بالإعدام كل من يرتكب فعلاً غايته إثارة حرب أهلية في البلاد، أو تفتيت الوحدة الوطنية أو السعي للفرقة بين مواطني الجمهورية العربية الليبية.
2,1,2,204,الاعتداء على السلطات الدستورية,يعاقب بالإعدام كل من ارتكب فعلا يرمى إلى منع رئيس الدولة أو السلطة الشعبية أو الحكومة منعاً كلياً أو جزئياً من مزاولة أعمالهم أو مباشرة سلطاتهم المخولة لهم قانوناً ولو كان المنع مؤقتاً.
2,1,2,205,إهانة الأمة وشعائرها,كل من أهان علانية الأمة الليبية أو العلم الوطني أو شعار الدولة يعاقب بالسجن مدة لاتزيد على ثلاث سنوات. وفي القانون الجنائي تشمل عبارة (( العلم الوطني )) علم الدولة الرسمي وكل علم آخر يحمل الألوان الوطنية. وتطبق أحكام هذه المادة أيضاً على من أهان علانية الألوان التي ترمز مجتمعة للعلم الوطـني.
2,1,2,206,التنظيمات والتشكيلات غير المشروعة,يعاقب بالإعدام كل من دعا إلى إقامة أي تجمع أو تنظيم أو تشكيل محظور قانوناً أو قام بتأسيسه أو تنظيمه أو إدراته أو تمويله أو أعد مكاناً لاجتماعاته، وكل من أنظم إليه أو حرض على ذلك بأية وسيلة كانت، أو قدم أية مساعدة له، وكذلك كل من تسلم أو حصل مباشرة أو بطريق غير مباشر بأية وسيلة كانت على نقود أو منافع من أي نوع أو من أي شخص أو من أية جهة بقصد إقامة التجمع أو التنظيم أو التشكيل المحظور أو التمهيد لإقامته، ويتساوى في العقوبة الرئيس والمرؤوس مهما دنت درجته في التجمع أو التنظيم أو التشكيل أو ما شابه ذلك، وسواء أكان مقر هذا التجمع في الداخل أو الخارج.
2,1,2,207,الترويج لأي عمل ضد نظم الدولة,يعاقب بالإعدام كل من روج في البلاد بأية طريقة من الطرق نظريات أو مبادئ ترمي لتغيير مبادئ الدستور الأساسية أو النظم الأساسية للهيئة الاجتماعية أو لقلب نظم الدولة السياسية والاجتماعية والاقتصادية أو لهدم أي نظام من النظم الأساسية للهيئة الإجتماعية باستعمال العنف والإرهاب أو أية وسيلة أخرى غير مشروعة. ويعاقب بالسجن المؤبد كل من حاز كتباً أو منشورات أو رسومات أو شعارات أو أي أشياء أخرى بقصد تحبيذ الأفعال المذكورة، أو حبذها بأية طريقة أخرى. كما يعاقب بالسجن المؤبد كل من تسلم أو حصل مباشرة أو بالوساطة بأية طريقة كانت نقوداً أو منافع من أي نوع ومن أي شخص أو أية جهة كانت داخل البلاد أو خارجها متى كان ذلك في سبيل الترويج لما نص عليه في هذه المادة.
2,1,2,208,تأسيس الجمعيات الدولية غير السياسية أو الانضمام إليها دون إذن,يعاقب بالحبس كل من أنشأ أو أسس أو نظم أو أدار في البلاد دون ترخيص من الحكومة أو بترخيص صدر بناء عن بيانات كاذبة أو ناقصة جمعيات أو هيئات أو أنظمة ذات صفة دولية غير سياسية أو فرعاً لها. ويعاقب بالحبس مدة لا تزيد على ثلاثة أشهر وبغرامة لاتزيد على مائتي دينار كل من إنضم إلى الجمعيات أو الهيئات أو الأنظمة المذكورة وكذلك كل ليبي مقيم في البلاد إنضم أو اشترك بأية صورة دون ترخيص من الحكومة في أي من الأنظمة المذكورة وكان مقرها في الخارج.
2,1,2,210,عقوبات تبعية,تقضي المحكمة عند الحكم بالإدانة في الأحوال المبينة في المادتين 206 و 208 بحل التشكيلات المذكورة وإغلاق مقارها. وفي سائر الأحوال المبينة في المواد الخمس السابقة للمحكمة أن تأمر عند النطق بالإدانة بمصادرة النقود والأمتعة والأوراق وغيرها مما استعمله الجناة في ارتكاب الجريمة أو آل إليهم منها على أي وجه.
2,1,2,211,الاتفاق على ارتكاب الجرائم وتكوين الجمعيات والعصابات لارتكابها,إذا اتفق عدة أشخاص على ارتكاب إحدى الجرائم العمدية المنصوص عليها في الفصلين الأول والثاني من هذا الباب والتي يفرض القانون العقاب عليها بالإعدام أو السجن المؤبد او السجن، أو كونوا أو أسسوا أو نظموا جمعية أو عصابة مسلحة أو غير مسلحة لارتكاب جريمة من تلك الجرائم، يعاقب كل مشترك في الاتفاق أو الجمعية أو العصابة بالعقوبة المقررة للجريمة، المتفق على ارتكابها ولو لم تقم الجريمة، ويتساوى في العقوبة كل من تسبب في الاتفاق أو إيجاد الجمعية أو العصابة أو أسسها أو نظمها أو رأسها وغيره ممن انظم أو اشترك في الاتفاق أو الجمعية أو العصابة.
2,1,2,215,موانع العقاب في حالات خاصة بالتآمر,لا يعاقب في الحالات المنصوص عليها في المادتين 211 و 212 الأشخاص الآتي ذكرهم: 1 – من حل الجمعية أو تسبب في حلها بأي وجه من الوجوه. 2 – من انسحب من الاتفاق أو الجمعية دون أن يكون رئيساً أو مؤسساً قبل اقتراف الجريمة التي تم الاتفاق عليها أو تشكلت الجمعية من أجلها وقبل إلقاء القبض على أعضائها أو قبل بدء الإجراءات ضدهم. ولا يعاقب كذلك من حال على أي وجه من الوجوه دون تنفيذ الجريمة التي تم الاتفاق عليها أو تشكلت الجمعية من أجلها.
2,1,2,216,موانع العقاب في حالات خاصة بالعصابة,لا يعاقب في الأحوال المنصوص عليها في المادتين 213 و 214 الأشخاص الآتي ذكرهم : 1 – من حل العصابة أو تسبب في حلها. 2 – من إنسحب من العصابة أو استسلم بدون مقاومة وسلم سلاحه أو تركه دون أن يكون قائداً للعصابة أو مؤسساً لها. ويشترط أن يتم ذلك قبل ارتكاب الجرائم التي شكلت العصابة من أجلها وقبل أن تصدر أوامر السلطة العامة أو القوات المسلحة في الدولة أو بعد صدورها مباشرة، وكذلك لا عقاب لمن حال على أي وجه دون تنفيذ الجريمة التي أنشئت العصابة من أجلها.
2,1,2,217,الاعتداء على حقوق المواطن السياسية,يعاقب بالحبس كل من منع الغير من ممارسة حق سياسي منعاً كلياً أو جزئياً بالعنف أو التهديد أو الخداع، وكذلك من حمل الغير على ممارسة ذلك الحق على وجه يخالف إرادته.
2,1,3,218,الاعتداء على رؤساء الدول الأجنبية,كل من اعتدى على حياة رئيس دولة أجنبية أو على سلامته أو اعتدى على حريته الشخصية اعتداء خطيراً داخل الأراضي الليبية يعاقب بالسجن المؤبد إذا كان الاعتداء على الحياة وبالسجن مدة لاتقل عن خمس سنوات في الأحوال الأخرى المذكورة. وإذا نجم عن الفعل وفاة المعتدي عليه يعدم الجاني إذا كان الاعتداء على الحياة، ويعاقب بالسجن المؤبد في الأحوال الأخرى.
2,1,3,219,الاعتداء على حرية رؤساء الدول الأجنبية,يعاقب بالسجن ما بين سنة وعشر سنوات كل من اعتدى في الأراضي الليبية على حرية رئيس دولة أجنبية في الأحوال التي لم ينص عليها في المادة السابقة.
2,1,3,220,العيب في ذات رؤساء الدول الأجنبية,يعاقب بالسجن مدة لا تجاوز خمس سنوات كل من عاب علانية في ذات رئيس دولة أجنبية أو مس كرامته وهو داخل الأراضي الليبية.
2,1,3,221,الاعتداء على ممثلي الدول الأجنبية,تطبق أحكام المواد الثلاث السابقة أيضاً إذا وقع الاعتداء على ممثلي الدول الأجنبية المعتمدين لدى الحكومة الليبية بوصفهم رؤساء بعثات دبلوماسية وبسبب أداء مهامهم أو أثناء قيامهم بواجباتهم.
2,1,3,222,الاعتداء على علم دولة أجنبية أو هيئة دولية,كل من أهان داخل أراضي الليبية في محل عام أو معد للكافة علماً رسمياً أو شعاراً لدولة أجنبية متى كان استعمالها متمشياً مع القانون الليبي يعاقب بالحبس. وتطبق العقوبة ذاتها إذا لحقت الإهانة بعلم أو شعار لهيئة الأمم المتحدة أو جامعة الدول العربية أو أية هيئة دولية أخرى يصدر بتعيينها قرار من وزير الخارجية.
2,1,3,223,شرط المعاملة بالمثل,لا تطبق أحكام المواد 218 و 219 و 220 و 221 و 222 إلا إذا تضمن قانون الدولة الأجنبية مساواة في الحماية الجنائية على أساس المعاملة بالمثل. ولا يعامل رؤساء البعثات الدبلوماسية معاملة رؤساء الدول الأجنبية وفقاً للمادة 221 إلا إذا منحت تلك الدول مساواة في الحماية الجنائية لرؤساء البعثات الدبلوماسية الليبية. وإذا لم توجد مثل تلك الحماية طبقت أحكام القانون الجنائي العامة.
2,1,4,224,الإذن بالإجراء وطلبه,لا تجوز إقامة الدعوى بشأن الجرائم المنصوص عليها في المواد 167 و 168 و 175 و 177 و 178 و 180 و 181 و 195 و 208 إلا بإذن من وزير العدل. أما فيما يتعلق بالجرائم المنصوص عليها في المادتين 219 و 220 والمادة 221 بالنسبة للمادتين المذكورتين، وكذلك الجرائم المنصوص عليها في المادة 222 فلا تقام الدعوى إلا بناء على طلب من وزير العدل.
2,1,4,225,الإبعاد,يبعد الأجنبي من الدولة إذا حكم عليه بعقوبة مقيدة للحرية لإحدى الجرائم المنصوص عليها في هذا الباب.
2,2,1,226,الرشوة,يعاقب بالسجن كل موظف عمومي طلب لنفسه أو لغيره أو قبل أو أخذ عطية أو وعد بشيء لاحق له فيه نقداً كان أو أي فائدة أخرى لأداء عمل أو للامتناع عن عمل من أعمال وظيفته، أو يعتقد خطأ أو يزعم أنه من أعمال وظيفته أو للإخلال بواجباتها، ولو كان يقصد عدم القيام بالعمل أو عدم الامتناع عنه أو عدم الإخلال بواجبات وظيفته، أو إذا قبل الموظف العمومي العطية عن عمل من أعمال وظيفته تم القيام به وتطبق العقوبة ذاتها على الراشي وعلى من توسط عمداً بين الراشي والمرتشي.
2,2,1,227,أفعال في أحكام الرشوة,يعد قانوناً في حكم المرتشي ويعاقب بالعقوبات المنصوص عليها في المادة السابقة كل موظف عمومي طلب لنفسه أو لغيره أو قبل أو أخذ عطية أو وعداً بشيء لاحق له فيه نقداً كان أو أي فائدة أخرى، لاستعمال نفوذ حقيقي أو مزعوم للحصول أو محاولة الحصول من أية سلطة عامة أو أية جهة خاضعة لإشرافها على أعمال أو التزام أو مقاولة أو اتفاق توريد أو ترخيص، أو أوامر أو قرارات أو أحكام أو وظيفة أو خدمة أو رتبة أو أوسمة أو أية مكافأة أو مزية من أي نوع.
