book,door,section,subject_number,subject_name,description
3,1,1,380,الإيذاء الجسيم,يعد الإيذاء الشخصي جسيماً ويعاقب عليه بالحبس مدة لا تزيد على سنتين أو بغرامة لا تجاوز مائة جنيه إذا توافر أحد الظرفين الآتيين: 1 – إذا نجم عن الإيذاء مرض يعرض للخطر حياة المعتدى عليه أو يعرضه للعجز عن القيام بأعماله العادية مدة لا تزيد على أربعين يوماً. 2 – إذا وقع الفعل على الحامل ونجم عنه تعجيل الوضع.
3,1,1,381,الإيذاء الخطير,يعد الإيذاء الشخصي خطيراً ويعاقب عليه بالسجن مدة لا تزيد على خمس سنوات إذا نشأ عن الفعل:- 1- مرض لا يرجى الشفاء منه أو يحتمل عدم الشفاء منه. 2- فقد حاسة من الحواس أو إضعافها إضعافا مستديماً. 3- فقد أحد الأطراف أو الأعضاء أو إضعافه إضعافاً مستديماً أو فقد منفعته أو فقد القدرة على التناسل أو صعوبة مستديمة جسيمة في الكلام. 4- تشويه مستديم في الوجه. 5- إجهاض الحامل المعتدى عليها.
3,1,1,382,ظروف مشددة,تزاد العقوبة بمقدار لايجاوز النصف إذا حصل الإيذاء المنصوص عليه في المواد 379 و 380 و 381 مع سبق الإصرار أو الترصد أو باستعمال السلاح، أو إذا ارتكب الإيذاء ضد أحد الأصول.
3,1,1,383,تجاوز القصد في الضرب,كل من ضرب شخصاً دون أن يقصد إلحاق الأذى به فنشأ عن فعله أذى شخصي طبقت عليه أحكام المواد 379 و 380 و 381 مع خفض العقوبة بمقدار لا يجاوز النصف.
3,1,1,384,الإيذاء خطأ,كل من تسبب خطأ في إيذاء شخصي للغير يعاقب بالحبس مدة لا تزيد على ستة أشهر أو بغرامة لا تزيد على عشرين جنيهاً، وإذا كان الإيذاء بسيطاً لا تقام الدعوى إلا بناء على شكوى الطرف المتضرر.
3,1,1,385,الموت أو الإيذاء الناجم عن جريمة أخرى,إذا ترتب على فعل يعد جريمة عمدية موت شخص أو إيذاؤه كنتيجة لم يتعمدها الجاني ولم يكن من شأن الفعل إحداثها، تطبق على الجاني أحكام المادتين 377 و 384 المتعلقتين بجريمة القتل والإيذاء خطأ.
3,1,1,386,المشاجرة,كل من اشترك في مشاجرة يعاقب بالحبس مدة لا تجاوز شهراً أو بغرامة لا تجاوز عشرة جنيهات. وإذا قتل احد الأشخاص نتيجة للمشاجرة أو لحق به أذى جسيم أو خطير يعاقب على مجرد الاشتراك في المشاجرة بالحبس أو بغرامة لا تتجاوز مائة جنيه. وتطبق العقوبة ذاتها إذا لحق القتل أو الأذى الشخصي المشاجرة مباشرة وإذا كان ناتجاً عنها.
3,1,1,387,تسييب القصر أو العجزة,يعاقب بالحبس مدة لا تجاوز ثلاثة أشهر أو بغرامة لا تزيد على عشرة جنيهات كل من سيب شخصاً معهوداً إليه بحراسته أو رعايته إذا كان ذلك الشخص صغيراً أو عاجزاً عن القيام بشئونه بنفسه لمرض في جسمه أو عقله أو لشيخوخته أو لأي سبب آخر. وإذا نتج عن الفعل أذى شخصي للصغير أو العاجز كانت العقوبة الحبس أو غرامة لا تجاوز مائة جنيه وإذا ترتب عليه الموت كانت العقوبة السجن مدة لا تزيد على خمس سنوات.
3,1,1,388,التقصير في تقديم النجدة,يعاقب بالحبس مدة لا تجاوز شهراً أو بغرامة لا تجاوز عشرة جنيهات كل من عثر على صغير سائب أو تائه تقل سنه عن عشر سنوات أو عثر على أي شخص آخر عاجز عن القيام بشئون نفسه لمرض في العقل أو الجسم أو لشيخوخته أو لأي سبب آخر ولم يبلغ السلطات عنه. ويعاقب بنفس العقوبة كل من وجد شخصاً ميتاً أو يبدو أنه ميت أو وجد شخصاً جريحاً أو في خطر ولم يقدم له المساعدة اللازمة أو لم يبلغ السلطات عنه.
3,1,1,389,تسييب الوليد صيانة للعرض,كل من سيب وليداً إثر ولادته مباشرة صيانة لعرضه أو عرض أحد ذوي قرباه يعاقب بالحبس مدة لا تزيد على سنة. وإذا نجم عن الفعل أذى شخصي للوليد تكون العقوبة الحبس من ستة أشهر إلى سنتين. وإذا مات نتيجة لتسييبه تكون العقوبة السجن الذي لا يزيد على خمس سنوات.
3,1,2,390,إسقاط الحامل دون رضاها,كل من تسبب في إسقاط حامل دون رضاها يعاقب بالسجن مدة لا تزيد على ست سنيـن.
3,1,2,391,إسقاط الحامل برضاها,كل من تسبب في إسقاط حامل برضاها يعاقب بالحبس مدة لا تقل عن ستة أشهر وتطبق العقوبة ذاتها على المرأة التي رضيت بإسقاط جنينها.
3,1,2,392,إسقاط الحامل لنفسها,تعاقب الحامل التي تسبب إسقاط حملها بالحبس مدة لا تقل عن ستة أشهر.
3,1,2,393,إسقاط الحامل أو إيذاؤها,إذا نتج عن الفعل المنصوص عليه في المادة 390 موت المرأة تكون العقوبة السجن مدة لا تزيد على عشر سنوات. وإذا نتج عنه أذى شخصي خطير تكون العقوبة مدة لاتزيد على ثماني سنوات. وإذا نتج عن الفعل المنصوص عليه في المادة 391 موت المرأة تكون العقوبة السجن مدة لا تزيد على سبع سنوات. وإذا نتج عنه أذى شخصي جسيم أو خطير تكون العقوبة السجن من سنة إلى خمس سنين.
3,1,2,394,الإسقاط صيانة للعرض,إذا ارتكب فعل من الأفعال المنصوص عليها في المواد المتقدمة صيانة لعرض الفاعل أو أحد ذوي قرباه تفرض العقوبات المبينة فيها مع تخفيضها بمقدار النصف.
3,1,2,395,ظروف تشديد,إذا ارتكب إحدى الجنايات المنصوص عليها في المواد 390 و 391 فقرة أولى و393 شخصاً يزاول مهنة طبية تزاد العقوبة في شأنه بمقدار لايجاوز النصف. وفي حالة العود يحرم الفاعل من مزاولة المهنة الطبية مدة تساوي مدة العقوبة المحكوم بها عليه.
3,2,1,396,التقصير في القيام بالواجبات العائلية,يعاقب بالحبس مدة لا تزيد عن سنة أو بغرامة لا تزيد على خمسين جنيهاً كل من تخلص من القيام بواجبات الإعانة المترتبة على مكانته الأبوية أو على واجبه كوصي أو على كونه زوجاً بالتخلي عن منزل الأسرة أو باتباع مسلك يتنافى مع نظامها السليم أو أخلاقها. وتزاد العقوبة إلى النصف إذا ارتكب الفاعل أحد الأفعال الآتية:- 1 – إذا سلب أو بذر أموال ابنه القاصر أو أموال من له وصاية عليه أو أموال زوجه. 2 – إذا جرد من وسائل العيش فروعه القاصرين أو العاجزين عن العمل أو أصوله أو زوجه مالم يكن قد إنفصل عنه قانوناً دون خطأ منه.
3,2,1,397,سوء استعمال وسائل الإصلاح أو التربية,يعاقب بالحبس مدة لا تجاوز السنة كل من استعمل وسائل الإصلاح أو التربية استعمالاً غير مشروع على من هو خاضع لسلطته أو من عهد إليه به لتربيته أو لتثقيفه أو الاعتناء به أو الإشراف عليه أو رعايته أو لتدريبه على مهنة أو فن إذا كان من شأن الفعل تعريضه لمرض في الجسم أو في العقل. فإذا نتج عن الفعل أذى شخصي طبقت العقوبـات المقررة في المواد 379و 380 و 381 مع خفضها إلى النصف، وإذا نتج الموت كانت العقوبة السجن مدة لا تجاوز ثماني سنوات.
3,2,1,398,إساءة معاملة أفراد الأسرة والأطفال,مع مراعاة أحكام المادة السابقة يعاقب بالحبس كل من أساء معاملة أحد أفراد أسرته أو صغير دون الرابعة عشرة أو أي شخص آخر خاضع لسلطته أو معهود إليه به لتربيته أو تثقيفه أو رعايته أو لتدريبه على مهنة أو فن. وإذا نجم عن الفعل أذى شخصي زيدت العقوبة بقدر النصف فإذا نجم عنه الموت كانت العقوبة السجن.
3,2,1,398 مكررة (أ),,كل من صدر عليه حكم قضائي واجب النفاذ بدفع نفقة لزوجه أو أصوله أو فروعه أو إخوته أو أجرة حضانة أو رضاعة أو مسكن وامتنع عن الدفع مع قدرته عليه مدة شهر بعد التنبيه عليه يعاقب بالحبس مدة لا تزيد على سنة. وإذا رفعت بعد الحكم عليه دعوى ثانية عن هذه الجريمة فتكون العقوبة الحبس مدة لا تقل عن ثلاثة أشهر ولا تزيد على سنتين. وفي جميع الأحوال إذا أدى المحكوم عليه ما تجمد في ذمته أو قدم كفيلاً يقبله صاحب الشأن فلا تنفذ العقوبة.
3,2,1,398 مكررة (ب),,يعاقب بالحبس مدة لا تجاوز سنة أو بغرامة لا تزيد على خمسين جنيهاً كل من امتنع عن تسليم صغير إلى من له الحق في طلبه بناء على حكم قضائي أو قرار صادر بشأن حضانته أو حفظه، وكذلك كل من خطفه بنفسه أو بواسطة غيره ممن لهم بمقتضى الحكم أو القرار حق حضانته أو حفظه ولو كان ذلك بغير تحايل أو إكراه.
3,2,1,398 مكررة (ج),,لا تقام الدعوى في الجرائم المنصوص عليها في المواد 396 و 397 و 398 مكررة (أ) و 398 مكررة (ب) إلا بناء على شكوى الطرف المتضرر.
3,2,2,403 مكررة (أ),,كل من لقَّح امرأة تلقيحاً صناعياً بالقوة أو التهديد أو الخداع يعاقب بالسجن مدة لا تزيد على عشر سنوات. وتكون العقوبة السجن لمدة لا تزيد على خمس سنوات إذا كان التلقيح برضاها. وتزاد العقوبة بمقدار النصف إذا وقعت الجريمة من طبيب أو صيدلي أو قابلة أو أحد معاونيهم.
3,2,2,403 مكررة (ب),,تعاقب المرأة التي تقبل تلقيحاً صناعياً أو تقوم بتلقيح نفسها صناعياً بالسجن مدة لا تزيد على خمس سنوات. ويعاقب الزوج بذات العقوبة المنصوص عليها في الفقرة السابقة إذا كان التلقيح بعلمه ورضاه وسواء وقع التلقيح من الزوجة أو من الغير.
3,2,3,404,إعدام البيانات الشخصية أو تحريفها أو إختلاقها,يعاقب بالسجن مدة لا تزيد على خمس سنوات كل من أخفى وليداً أو بدله لإعداد وثيقة الولادة أو أدلى بأقوال كاذبة لإدارة تسجيل المواليد أو أعدم أو غير بيانات الوليد الشخصية أو تسبب في إثبات ولادة مزعومة في سجلات الإدارة المذكورة.
3,2,3,405,إخفاء حالة طفل شرعي أو طبيعي معترف به,يعاقب بالحبس مدة لا تقل عن ثلاثة أشهر كل من أودع طفلاً شرعياً أو طبيعياً معترفاً به ملجأ لقطاء أو أي مكان آخر من مؤسسات البر أو قدمه إلى مثل هذه الجهات مخفياً البيانات الحقيقية عنه.
3,2,3,406,خطف القاصر برضاه,يعاقب بالحبس كل من خطف قاصراً أتم الرابعة عشرة من والده أو وصيه أو أبى تسليمه رغم إرادة والده أو الوصي إذا وقع الفعل برضا القاصر. فإذا وقع الفعل على طفل تقل سنه عن الرابعة عشرة أو على مصاب بعاهة في العقل ولو تمكن هذا الأخير من الهرب ممن كانت له حراسته أو مراقبته فتطبق أحكام المادة 428 من هذا القانون.
3,3,null,407,المواقعة,1 – كل من واقع آخر بالقوة أو التهديد أو الخداع يعاقب بالسجن مدة لا تزيد على عشر سنوات. 2 – وتطبق العقوبة ذاتها على من واقع ولو بالرضا صغيراً دون الرابعة عشرة أو شخصاً لا يقدر على المقاومة لمرض في العقل أو الجسم، فإذا كان المجني عليه قاصراً أتم الرابعة عشرة ولم يتم الثامنة عشرة فالعقوبة بالسجن مدة لا تزيد على خمس سنوات. 3 – وإذا كان الفاعل من أصول المجني عليه أو من المتولين تربيته أو ملاحظته أو ممن لهم سلطة عليه أو كان خادماً عنده أو عند من تقدم ذكرهم يعاقب بالسجن ما بين خمس سنوات وخمس عشرة سنة. 4 – وكل من واقع إنساناً برضاه يعاقب هو وشريكه بالسجن مدة لا تزيد على خمس سنوات
3,3,null,408,هتك العرض,1 -كل من هتك عرض إنسان باتباع إحدى الطرق المذكورة في المادة السابقة يعاقب بالسجن مدة لا تزيد على خمس سنوات. 2 – وتطبق العقوبة ذاتها إذا ارتكب الفعل ولو بالرضا مع من كانت سنه دون الرابعة عشرة أو مع شخص لا يقدر على المقاومة لمرض في العقل أو الجسم. فإذا كانت سن المجني عليه بين الرابعة عشرة والثامنة عشرة كانت العقوبة الحبس مدة لا تقل عن سنة. 3 – وإذا كان الفاعل أحد الأشخاص المذكورين في الفقرة الأخيرة من المادة السابقة تكون العقوبة السجن مدة لا تجاوز سبع سنوات. 4 – وكل من هتك عرض إنسان برضاه يعاقب هو وشريكه بالحبس.
3,3,null,409,تحريض الصغار على الفسق والفجور,يعاقب بالحبس كل من حرض صغيراً دون الثامنة عشرة ذكراً كان أو أنثى على الفسق والفجور أو ساعده على ذلك أو مهد له ذلك أو أثاره بأية طريقة لارتكاب فعل شهواني أو ارتكبه أمامه سواء على شخص من نفس الجنس أو الجنس الآخر. وتضاعف العقوبة إذا كان الجاني ممن ورد ذكرهم في المادة ( 407 ).
3,3,null,411,الخطف بقصد الزواج,يعاقب بالحبس مدة لا تقل عن ستة أشهر كل من خطف امرأة غير متزوجة أو استبقاها بالعنف أو التهديد أو الخداع بقصد الزواج منها. وتكون العقوبة الحبس مدة لا تقل عن سنة إذا ارتكب الفعل ضد أنثى غير متزوجة يتراوح عمرها بين الرابعة عشرة والثامنة عشرة. وتطبق العقوبة ذاتها ولو ارتكب الفعل بالرضا إذا كانت الأنثى دون الرابعة عشرة أو كانت مريضة العقل أو عاجزة عن المقاومة.
3,3,null,412,الخطف لإتيان أفعال شهوانية,يعاقب بالسجن مدة لا تزيد على خمس سنوات كل من خطف شخصاًأو احتفظ به بالعنف أو التهديد أو الخداع بقصد ارتكاب أفعال شهوانية. وتزاد العقوبة بمقدار لا يجاوز الثلث إذا ارتكب الفعل ضد شخص لم يتم الثامنة عشرة أو ضد امرأة متزوجة.
3,3,null,413,خطف دون الرابعة عشرة أو مختل العقل دون إكراه,يعاقب بالعقوبات المنصوص عليها في الفقرتين الأخيرتين من المادتين السابقتين إذا ارتكب الفعل المبين فيهما دون عنف أو تهديد أو خداع على من كان دون الرابعة عشرة أو على من كان مريضاً في عقله أو عاجزاً عن المقاومة لضعف نفسه أو بدنه ولو كان هذا الضعف غير ناشئ عن فعل الجاني.
3,3,null,414,ظروف مخففة,تخفض العقوبات المنصوص عليها في المواد الثلاث المتقدمة إلى النصف إذا بادر الفاعل قبل إدانته وقبل ارتكاب أي فعل شهواني مع المخطوف إلى إعادة الحرية له وإعادته إلى المحل الذي خطفه منه أو إلى وضعه في مكان أمين يمكن لأسرته أو لمن له الولاية عليه استرجاعه منه.
3,3,null,415,التحريض على الدعارة,كل من أغوى قاصراً أو مختل العقل على الدعارة إرضاء لشهوة الغير أو سهل له ذلك يعاقب بالحبس مدة لا تقل عن سنة وبالغرامة التي لا تزيد على مائتي جنيه. وتضاعف العقوبة في الأحوال الآتية: 1 – إذا ارتكب الفعل ضد من كان دون الرابعة عشرة من عمره. 2 – إذا كان الفاعل من أصول المجني عليه أو من أصول زوجه أو كان والده بالتبني أو زوجه أو أخاه أو أخته أو الوصي عليه. 3 – إذا كان الفاعل قد وكل إليه تأديب المجني عليه أو تثقيفه أو مراقبته أو رعايته أو استخدامه في عمل أو تدريبه.
3,3,null,416,الإرغام على الدعارة,يعاقب بالسجن من ثلاث سنوات إلى ست سنوات وبغرامة تتراوح بين مائة وخمسين وخمسمائة جنيه كل من استعمل القوة أو العنف لإرغام قاصر أو امرأة بالغة على الدعارة إرضاء لشهوة الغير. وتضاعف العقوبة في الأحوال المنصوص عليها في الفقرة الثانية من المادة السابقة أو إذا وقع الفعل ضد امرأة متزوجة.
3,3,null,417,استغلال المومسات,كل من يعول في معيشته كلها أو بعضها، رجلاً كان أو امرأة، على ماتكسبه امرأة من الدعارة، يعاقب بالحبس مدة لا تقل عن سنة وبغرامة لا تجاوز مائتي جنيه.
3,3,null,417 مكررة (أ),,كل امرأة اتخذت الدعارة وسيلة للعيش أو الكسب تعاقب بالحبس مدة لا تقل عن سنـة. وكل من فتح أو أدار محلاً للفجور أو الدعارة أو عاون بأية طريقة كانت في إدارته يعاقب بالحبس مدة لا تقل عن سنة وبغرامة لا تقل عن مائة جنيه ولا تزيد على ثلاثمائة جنيه ويحكم بإغلاق المحل وبمصادرة الأمتعة الموجودة فيه. ويعتبر محلاً للدعارة والفجور كل مكان يستعمل عادة لممارسة دعارة الغير أو فجوره.
3,3,null,417 مكررة (ب),,يعاقب بالحبس مدة لا تقل عن ثلاثة شهور وبغرامة لا تقل عن خمسة وعشرين جنيهاً ولا تزيد على ثلاثمائة جنيه: أ) كل من أجر أو قدم بأية صفة كانت منزلاً أو مكاناً يدار للفجور أو للدعارة أو لإقامة شخص أو أكثر إذا كان يمارس فيه الفجور أو الدعارة مع علمه بذلك. ب) كل من يملك أو يدير منزلاً مفروشاً أو غرفة مفروشة أو محلاً مفتوحاً للجمهور يكون قد سهل عادة الفجور أو الدعارة سواء بقبوله أشخاصاً يرتكبون ذلك أو بسماحه في محله بالتحريض على الفجور أو الدعارة.
3,3,null,417 مكررة (ج),,لا تسري أحكام المادتين السابقتين إلا في الجهات التي يصدر بها قرار من مجلس الوزراء بعد موافقة الولاية المختصة.
3,3,null,418,الإتجار بالنساء على نطاق دولي,كل من أرغم امرأة بالقوة أو التهديد على النزوح إلى مكان في الخارج مع علمه بأنها سوف تستغل فيه للدعارة يعاقب بالسجن مدة لا تزيد على عشر سنوات وبغرامة تتراوح بين مائة وخمسمائة جنيه. وتطبق العقوبة ذاتها على من حمل بأية طريقة شخصاً قاصراً أو امرأة بالغة ناقصة العقل على النزوح إلى مكان في الخارج مع علمه بأنها سوف تستغل للدعارة. وإذا اقترن الفعل بالعنف أو التهديد تزاد العقوبة بمقدار النصف. وتضاعف العقوبة في الأحوال المنصوص عليها في الفقرة الأخيرة من المادة 415، وكذلك إذا ارتكب الفعل ضد شخصين أو أكثر وإن إختلفت وجهاتهم.
3,3,null,419,تسهيل الإتجار بالنساء,يعاقب بالسجن مدة تتراوح بين ثلاث سنوات وخمس سنوات وبغرامة تتراوح بين مائة وخمسمائة جنيه كل من سهل بأية طريقة كانت ارتكاب إحدى الجرائم المنصوص عليها في المادة السابقة مع علمه بقصد الاستغلال للدعارة وذلك ما لم يكن شريكاً في الجريمة وتطبق في هذه الحالة أيضاً الفقرة الأخيرة من المادة السابقة.
3,3,null,420,إتجار الليبي بالنساء,يعاقب الليبي على الأفعال المنصوص عليها في المادتين السابقتين وإن اقترفها وهو في الخارج.
3,3,null,420 مكررة,,يعاقب بالحبس مدة لا تقل عن شهر ولا تزيد على ستة أشهر كل من تعرض لأنثى على وجه يخدش حياءها بالقول أو الفعل أو الإشارة في طريق عام أو مكان مطروق، وكل من حرض المارة على الفسق بإشارات أو أقوال أو أفعال. وتكون العقوبة الحبس مدة لا تقل عن شهرين ولا تزيد على ستة أشهر إذا عاد الجاني إلى ارتكاب جريمة من نفس الجرائم المشار إليها في الفقرة السابقة خلال سنة من تاريخ الحكم عليه، ولا يجوز في هذه الحالة الأمر بايقاف تنفيذ العقوبة المحكوم بها.
3,3,null,421,الأفعال أو الأشياء الفاضحة,كل من ارتكب فعلاً فاضحاً في محل عام مفتوح أو معروض للجمهور يعاقب بالحبس مدة لا تزيد على سنة وبغرامة لا تجاوز خمسين جنيهاً. وتطبق العقوبة ذاتها على من أخل بالحياء بتوزيع رسائل أو صور أو أشياء أخرى فاضحة أو بعرضها على الجمهور أو طرحها للبيع، ولا يعد شيئاً فاضحا ً النتاج العلمي أو الفني إلا إذا قدم لغرض غير علمي لشخص تقل سنه عن الثامنة عشرة ببيعه له أو عرضه عليه للبيع أو تيسير حصوله عليه بأية طريقة.
3,3,null,422,سن المجني عليه,لا يجوز للفاعل أن يحتج بجهله بسن المجني عليه إذا وقعت الجرائم المنصوص عليها في هذا الباب على قاصر دون الرابعة عشرة.
3,3,null,424,سقوط الجريمة أو وقف تنفيذ العقوبة,إذا عقد الفاعل زواجه على المعتدي عليها تسقط الجريمة والعقوبة وتنتهي الآثار الجنائية سواء بالنسبة للفاعل أو للشركاء وذلك ما دام قانون الأحوال الشخصية للجاني لا يخول الطلاق أو التطليق. فإذا كان القانون المذكور يخول الطلاق أو التطليق فلا يترتب على الزواج المعقود إلا ايقاف الإجراءات الجنائية أو ايقاف تنفيذ الحكم لمدة ثلاث سنين. ويزول الإيقاف قبل مضي ثلاث سنوات من تاريخ الجريمة بتطليق الزوجة المعتدي عليها دون سبب معقول أو بصدور حكم بالطلاق لصالح الزوجة المعتدي عليها.
3,4,1,425,الاستعباد,كل من استعبد شخصاً أو وضعه في حالة تشبه العبودية يعاقب بالسجن من خمس سنوات إلى خمس عشرة سنة.
3,4,1,426,التعامل بالرقيق والاتجار به,كل من تعامل بالرقيق أو أتجر به أو على أي وجه تصرف في شخص في حالة عبودية أو في حالة تشبه العبودية يعاقب بالسجن مدة لا تجاوز عشر سنوات. وتكون العقوبة السجن من ثلاث سنين إلى اثنتى عشرة سنة لكل من تصرف في شخص مستعبد أو في حالة تشبه العبودية أو سلمه أو حازه أو اكتسبه أو أبقاه على حالتــه.
3,4,1,427,ارتكاب الفعل في الخارج ضد ليبي,طبق أحكام هذا الفصل أيضاً إذا ارتكب الفعل في الخارج ضد ليبي.
3,4,2,428,الخطف,1 – يعاقب بالسجن مدة لا تزيد على خمس سنوات كل من خطف إنساناً أو حجزه أو حبسه أو حرمه على أي وجه من حريته الشخصية بالقوة أو بالتهديد أو الخداع. 2 – وتكون العقوبة السجن مدة لا تزيد على سبع سنوات إذا ارتكب الفعل: أ) ضد أحد الأصول أو الفروع أو الزوج. ب) من موظف عمومي متعدياً في ذلك حدود السلطات المتعلقة بوظيفته. ج) إذا وقع الفعل للحصول على كسب مقابل إطلاق السراح، فإذا حقق الجاني غرضه كانت العقوبة السجن مدة لا تزيد على ثماني سنوات.
3,4,2,429,استعمال العنف إرغاماً للغير,يعاقب بالحبس مدة لا تزيد على سنتين كل من أرغم الغير بالعنف أو بالتهديد على اتيان فعل أو احتماله أو عدم القيام به. ويعاقب بالحبس إذا كان التهديد موجهاً لإرغام الغير على اتيان فعل يكون جريمة، أو كان التهديد كتابة. فإذا حصل الجاني على نفع غير مشروع إضراراً بالغير تكون العقوبة السجن مدة لا تجاوز خمس سنوات. وتزاد العقوبة بمقدار الثلث إذا ارتكب العنف أو التهديد باستعمال السلاح أو قام به عدة أشخاص معتصبين أو شخص متنكر.
3,4,2,430,التهديد,يعاقب بالحبس مدة لا تجاوز ستة أشهر او بغرامة لا تزيد على خمسين جنيهاً كل من هدد الغير بإنزال ضرر غير مشروع به، ولا تقام الدعوى إلا بشكوى الطرف المتضرر. وإذا كان التهديد بارتكاب جريمة ضد النفس أو المال أو بإفشاء أمور مخدشة بالشرف أو بأحد الأشكال المذكورة في الفقرة الأخيرة من المادة السابقة تكون العقوبة الحبس مدة لا تزيد على سنة ولا تتوقف إقامة الدعوى على شكوى الطرف المتضرر.
3,4,2,431,إساءة استعمال السلطة ضد آحاد الناس,يعاقب بالحبس وبغرامة لا تزيد على مائة وخمسين جنيهاً كل موظف عمومي استعمل العنف ضد آحاد الناس أثناء ممارسة وظيفته وذلك بطريقة تحط من شرفهم أو بشكل يسبب لهم ألماً بدنياً.
3,4,2,432,تفتيش الناس,يعاقب بالحبس كل موظف عمومي يقوم بتفتيش أحد الأشخاص متعدياً حدود سلطـاتـه.
3,4,2,433,القبض على الناس بدون حق,يعاقب بالحبس كل موظف عمومي قام بالقبض على أحد الأشخاص متعدياً حدود سلطـاتـه.
3,4,2,434,تقييد الحرية الشخصية بدون مبرر,يعاقب بالحبس وبغرامة لا تزيد على خمسين جنيهاً كل موظف عمومي معهود إليه بإدارة سجن أو محل معد لتنفيذ التدابير الوقائية وقبل فيه شخصاً بدون أمر من السلطات المختصة أو رفض إطاعة أمرها بالإفراج عنه أو أطال بدون وجه حق مدة تنفيذ العقوبة أو التدبير الوقائي.
